44.690619,3.835873,0.024288,25214,22899,0
44.636727,3.850475,0.024175,25283,22511,0
44.636727,3.909114,0.02431,25335,22771,0
44.469062,3.937216,0.024311,25195,22984,0
44.469062,3.927424,0.024225,25332,22564,0
44.698603,3.931248,0.024327,25394,22726,0
44.698603,3.931132,0.02442,25625,22611,0
44.590818,3.956569,0.024413,25668,22529,0
44.590818,3.946024,0.024127,25255,22433,0
44.620758,3.911257,0.024326,25435,22663,0
44.620758,3.880837,0.024354,25485,22656,0
44.479042,3.885299,0.024234,25475,22372,0
44.479042,3.926786,0.024286,25486,22485,0
44.596806,3.922557,0.024317,25492,22553,0
44.596806,3.944981,0.024166,25297,22468,0
44.528942,3.895439,0.024354,25629,22440,0
44.55489,3.870407,0.024127,25423,22182,0
44.55489,3.867162,0.024243,25469,22403,0
44.508982,3.873652,0.024327,25598,22420,0
44.508982,3.900654,0.02426,25537,22342,0
44.658683,3.917226,0.024328,25464,22623,0
44.658683,3.916994,0.024344,25658,22372,0
44.327345,3.904478,0.024172,25256,22545,0
44.327345,3.876433,0.024284,25281,22786,0
44.660679,3.891615,0.024335,25626,22397,0
44.660679,3.863744,0.024292,25443,22564,0
44.642715,3.914444,0.024358,25526,22604,0
44.642715,3.917457,0.024315,25345,22769,0
44.47505,3.885183,0.02426,25442,22485,0
44.47505,3.911547,0.024316,25545,22471,0
44.580838,3.847461,0.024329,25408,22711,0
44.38523,3.87371,0.02416,25590,22012,0
44.38523,3.870871,0.024187,25531,22170,0
44.634731,3.866931,0.024397,25416,22867,0
44.634731,3.868205,0.024228,25273,22659,0
44.489022,3.887385,0.024421,25440,22892,0
44.489022,3.871392,0.024295,25330,22743,0
44.552894,3.873826,0.024462,25642,22690,0
44.552894,3.875506,0.024152,25402,22277,0
44.46507,3.864671,0.024393,25685,22453,0
44.46507,3.865308,0.02431,25573,22413,0
44.506986,3.894048,0.024292,25513,22459,0
44.648703,3.863048,0.024138,25403,22239,0
44.648703,3.876259,0.024293,25483,22507,0
44.459082,3.871914,0.024341,25257,22965,0
44.459082,3.854299,0.024429,25531,22773,0
44.447106,3.881996,0.024333,25459,22643,0
44.447106,3.882286,0.02424,25419,22471,0
44.616766,3.873536,0.024167,25369,22363,0
44.616766,3.876897,0.0244,25468,22798,0
54.908184,6.39745,0.002775,21661,6092,0
54.908184,6.320956,0.002809,22143,5945,0
54.786427,6.290996,0.002816,22224,5934,0
54.786427,6.284622,0.002793,22118,5816,0
54.906188,6.271235,0.00282,22395,5808,0
54.794411,6.301195,0.002805,22239,5810,0
54.794411,6.301195,0.002824,22360,5883,0
54.758483,6.264861,0.00282,22124,6072,0
54.758483,6.289721,0.002812,22196,5923,0
54.946108,6.296096,0.00281,22212,5887,0
54.946108,6.311394,0.002807,22240,5825,0
54.766467,6.289721,0.002811,22217,5890,0
54.766467,6.283347,0.002834,22126,6216,0
54.654691,6.241275,0.002814,22140,6002,0
54.654691,6.182629,0.002825,22025,6222,0
54.618762,6.186454,0.002832,22124,6194,0
54.618762,6.134183,0.002826,22247,6011,0
54.479042,6.098486,0.002814,22223,5917,0
54.479042,6.056414,0.002836,22107,6254,0
54.47505,6.105498,0.002814,21832,6310,0
54.732535,6.136096,0.002819,22075,6111,0
54.732535,6.185179,0.002791,21655,6250,0
54.838323,6.261673,0.002788,21564,6311,0
54.838323,6.274422,0.002792,21631,6288,0
55.001996,6.340717,0.002783,21570,6254,0
55.001996,6.3949,0.002764,21505,6138,0
55.245509,6.475857,0.002731,21283,6027,0
55.245509,6.606534,0.002704,21085,5957,0
55.968064,6.767171,0.002654,20627,5913,0
55.968064,7.020876,0.002561,20333,5276,0
